PLATFORM,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH (meter),TEMP (degree_Celsius),PSAL (psu),QC,GTSPP_UNIQUE_PROFILE_ID
28901,2012-07-25T10:51:00Z,21.9600,123.2700,949,4.47,34.44,0111111,84DC5DF6
28901,2012-07-25T16:05:00Z,21.9510,123.2540,4,29.51,34.1,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,6,29.51,34.1,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,8,29.52,34.1,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,10,29.53,34.1,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,20,29.55,34.11,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,30,29.54,34.14,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,39,29.47,34.17,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,50,29.16,34.28,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,60,28.87,34.3,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,70,28.4,34.4,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,80,28.08,34.42,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,90,28,34.42,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,99,27.51,34.45,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,110,27.22,34.49,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,120,26.95,34.55,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,130,26.73,34.61,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,140,26.27,34.67,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,150,,,0111199,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,160,,,0111199,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,170,23.7,34.9,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,180,23.42,34.82,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,190,22.81,34.84,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,200,22.58,34.82,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,250,20.92,34.86,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,300,18.48,34.7,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,350,16.84,34.68,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,400,14.89,34.5,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,450,12.18,34.38,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,500,10.81,34.35,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,550,9.17,34.26,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,600,8.06,34.24,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,650,7.25,34.29,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,700,6.93,34.29,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,750,6.43,34.32,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,800,6,34.34,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,850,5.06,34.38,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,900,4.49,34.43,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,950,4.45,34.44,0111111,
28901,2012-07-25T16:05:00Z,21.9510,123.2540,989,4.09,34.47,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,4,29.55,34.11,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,5,29.55,34.11,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,6,29.56,34.11,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,7,29.55,34.11,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,8,29.56,34.1,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,9,29.56,34.1,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,10,29.56,34.11,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,20,29.57,34.11,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,30,29.55,34.17,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,40,29.43,34.22,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,50,29.14,34.28,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,60,28.84,34.32,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,70,28.54,34.32,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,80,27.59,34.47,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,90,27.11,34.5,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,100,26.76,34.59,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,110,26.12,34.7,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,120,25.47,34.79,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,130,25.08,34.78,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,140,23.69,34.79,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,150,23.2,34.81,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,160,23.09,34.75,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,170,22.59,34.82,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,180,22.47,34.82,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,190,22.37,34.82,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,200,22.19,34.82,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,250,19.33,34.79,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,300,18.08,34.74,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,350,16.67,34.66,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,400,13.75,34.48,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,450,12,34.36,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,500,10.59,34.32,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,550,9.16,34.24,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,600,8.21,34.22,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,650,7.2,34.24,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,700,7.1,34.31,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,750,6.62,34.32,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,800,6.02,34.35,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,850,5.05,34.38,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,900,4.47,34.43,0111111,
28901,2012-07-25T21:06:00Z,21.9510,123.2410,949,4.45,34.44,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,4,29.55,34.1,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,7,29.55,34.1,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,9,29.55,34.1,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,12,29.55,34.1,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,21,29.55,34.11,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,30,29.55,34.17,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,39,29.39,34.24,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,50,29.08,34.3,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,60,28.78,34.34,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,70,28.37,34.39,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,80,27.67,34.5,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,90,27.23,34.5,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,100,26.96,34.54,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,110,26.41,34.68,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,120,25.52,34.78,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,130,25.01,34.81,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,140,23.66,34.84,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,150,23.3,34.81,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,160,23.15,34.81,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,170,,,0111199,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,180,,,0111199,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,190,22.49,34.79,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,200,22.36,34.82,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,249,19.96,34.86,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,300,17.83,34.75,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,350,16.71,34.62,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,400,14.51,34.54,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,450,12.08,34.39,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,500,10.47,34.29,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,550,8.81,34.04,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,600,7.71,34.22,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,650,7.25,34.31,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,700,6.38,34.33,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,750,5.82,34.35,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,800,5.56,34.39,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,849,5.07,34.38,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,900,4.47,34.43,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,949,4.4,34.44,0111111,
28901,2012-07-25T21:16:00Z,21.9490,123.2390,989,4.08,34.47,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,3,29.69,34.09,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,4,29.67,34.08,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,5,29.67,34.08,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,6,29.67,34.08,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,7,29.65,34.09,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,9,29.65,34.09,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,10,29.65,34.09,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,20,29.62,34.09,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,30,29.63,34.1,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,40,29.53,34.17,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,50,29.26,34.22,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,60,29.11,34.26,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,70,28.92,34.31,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,80,28.61,34.35,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,90,28.2,34.4,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,100,27.57,34.5,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,110,26.82,34.57,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,120,26.47,34.66,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,130,25.71,34.78,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,140,25.01,34.81,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,150,24.28,34.82,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,160,23.45,34.8,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,170,23.17,34.81,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,180,23.03,34.81,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,190,22.71,34.82,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,200,22.62,34.82,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,249,20.64,34.83,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,300,18.24,34.61,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,350,16.62,34.66,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,400,12.98,34.43,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,450,11.8,34.35,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,500,10.03,34.29,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,550,8.3,34.22,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,600,7.71,34.27,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,650,6.95,34.31,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,700,6.34,34.33,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,750,6.12,34.41,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,799,5.48,34.38,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,850,5.07,34.37,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,899,4.49,34.43,0111111,
28901,2012-07-26T02:02:00Z,21.9450,123.2320,949,4.4,34.44,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,4,29.72,34.1,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,7,29.66,34.1,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,9,29.65,34.1,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,12,29.64,34.1,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,21,29.63,34.09,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,30,29.63,34.1,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,40,29.5,34.19,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,50,29.25,34.2,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,60,29.11,34.27,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,71,28.92,34.31,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,80,28.72,34.3,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,90,28.39,34.37,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,100,27.64,34.5,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,110,27.05,34.53,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,120,26.76,34.59,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,130,26.42,34.68,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,140,25.72,34.79,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,150,25.13,34.82,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,160,23.81,34.84,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,170,23.42,34.83,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,180,23.07,34.81,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,190,,,0111199,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,200,,,0111199,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,250,20.69,34.86,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,300,18.51,34.77,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,350,16.62,34.65,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,400,,,0111199,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,450,,,0111199,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,500,9.98,34.3,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,550,8.22,34.19,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,600,8.01,34.28,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,650,7.1,34.31,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,700,6.43,34.36,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,750,5.47,34.34,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,800,5.12,34.36,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,850,4.94,34.39,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,900,4.82,34.4,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,950,4.6,34.43,0111111,
28901,2012-07-26T02:13:00Z,21.9420,123.2340,989,4.4,34.44,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,3,29.87,34.09,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,4,29.84,34.1,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,5,29.84,34.09,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,6,29.81,34.09,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,7,29.76,34.09,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,8,29.71,34.1,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,9,29.7,34.1,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,10,29.69,34.1,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,20,29.66,34.1,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,30,29.65,34.12,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,40,29.55,34.16,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,50,29.18,34.27,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,60,28.6,34.36,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,70,28.47,34.38,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,80,28.03,34.43,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,90,27.64,34.49,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,100,27.3,34.54,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,109,26.76,34.59,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,120,25.92,34.75,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,130,25.4,34.79,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,140,24.51,34.82,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,150,23.39,34.8,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,160,23.09,34.81,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,170,22.75,34.81,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,180,22.5,34.81,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,190,22.26,34.82,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,200,21.9,34.84,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,250,19.59,34.8,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,300,17.99,34.63,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,350,16.25,34.63,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,400,13.41,34.45,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,450,12.27,34.38,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,500,9.96,34.29,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,550,8.24,34.2,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,600,8.11,34.28,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,650,7.34,34.29,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,700,6.63,34.34,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,750,5.81,34.31,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,800,5.19,34.36,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,850,4.9,34.39,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,900,4.81,34.4,0111111,
28901,2012-07-26T07:06:00Z,21.9360,123.2120,950,4.58,34.42,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,4,29.88,34.09,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,7,29.81,34.1,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,9,29.73,34.09,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,11,29.68,34.1,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,19,29.67,34.1,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,29,29.66,34.12,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,40,29.53,34.21,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,50,28.96,34.32,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,59,28.58,34.37,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,69,28.33,34.4,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,80,28.02,34.44,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,90,27.65,34.5,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,100,27.29,34.54,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,110,26.69,34.61,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,120,26.52,34.64,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,130,25.72,34.77,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,139,25.26,34.76,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,150,23.42,34.9,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,160,23.02,34.82,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,170,22.59,34.83,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,180,22.32,34.83,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,190,21.95,34.84,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,200,21.84,34.83,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,250,19.49,34.8,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,300,17.56,34.72,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,350,15.22,34.57,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,400,14.08,34.48,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,450,12.45,34.41,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,500,10.64,34.3,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,550,8.96,34.24,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,600,7.95,34.21,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,650,7.38,34.25,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,700,6.94,34.32,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,750,6.07,34.33,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,800,5.51,34.35,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,850,5.21,34.36,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,900,4.83,34.4,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,950,4.59,34.43,0111111,
28901,2012-07-26T07:17:00Z,21.9330,123.2120,989,4.4,34.44,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,4,29.74,34.07,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,5,29.74,34.07,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,6,29.74,34.07,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,7,29.74,34.07,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,8,29.73,34.08,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,10,29.72,34.08,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,20,29.66,34.11,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,30,29.66,34.12,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,40,29.58,34.2,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,50,28.83,34.34,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,60,28.57,34.32,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,70,28.41,34.33,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,80,28.03,34.41,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,90,27.92,34.4,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,100,27.68,34.48,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,110,27.36,34.53,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,120,26.81,34.6,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,130,25.7,34.79,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,140,24.67,34.82,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,150,23.53,34.81,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,160,23.15,34.81,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,170,22.83,34.81,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,180,22.48,34.82,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,190,22.43,34.81,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,200,22.1,34.83,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,250,19.98,34.82,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,300,18.2,34.7,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,350,15.86,34.6,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,400,14.03,34.49,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,450,12.24,34.38,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,500,10.32,34.28,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,550,9.25,34.25,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,600,7.99,34.2,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,650,7.14,34.25,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,700,6.86,34.34,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,750,6.03,34.34,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,800,5.42,34.35,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,849,5.18,34.36,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,900,4.82,34.4,0111111,
28901,2012-07-26T12:13:00Z,21.9240,123.1990,949,4.61,34.42,0111111,
28901,2012-07-26T12:23:00Z,21.9210,123.1990,4,29.73,34.07,0111111,
28901,2012-07-26T12:23:00Z,21.9210,123.1990,7,29.73,34.07,0111111,
28901,2012-07-26T12:23:00Z,21.9210,123.1990,9,29.73,34.08,0111111,
